timestamp,action,goal,time_delta,correct,voltage,current,power,cumpower
1542177634.7069945,sidestep,sidestep,0.42461085319519043,True,5.190402030944824,0.6060606241226196,3.1456982943217326,204.04420471191406
1542177639.5612643,cowboy,cowboy,4.836718320846558,True,5.170815467834473,0.5131964683532715,2.6536442365991206,216.5050506591797
1542177643.751824,swing,swing,4.170609712600708,True,5.161021709442139,0.5034213066101074,2.5981682924104916,227.24366760253906
1542177646.3390098,turnclap,turnclap,2.5706570148468018,True,5.190402030944824,0.5913978219032288,3.069592455902864,233.90798950195312
1542177648.3894868,turnclap,turnclap,2.0309929847717285,True,5.190402030944824,0.6207233667373657,3.221803823368532,238.91416931152344
1542177654.9352903,mermaid,chicken,6.504465579986572,False,5.161021709442139,0.5180840492248535,2.6738430253651586,255.59823608398438
1542177658.0435133,swing,swing,3.0986015796661377,True,5.161021709442139,0.4985337257385254,2.5729433814256026,263.56121826171875
1542177662.9706523,numbersix,numbersix,4.911071300506592,True,5.161021709442139,0.49364614486694336,2.5477184704407136,276.3556823730469
1542177666.3874784,swing,swing,3.3942348957061768,True,5.190402030944824,0.5913978219032288,3.069592455902864,284.9933776855469
1542177671.606379,mermaid,mermaid,5.174065351486206,True,5.161021709442139,0.4545454680919647,2.345919028751169,298.4847106933594
1542177675.9753444,sidestep,sidestep,4.348319053649902,True,5.180608749389648,0.5962854623794556,3.0891216835368596,309.5335693359375
1542177680.1675737,number7,number7,4.182579278945923,True,5.190402030944824,0.5913978219032288,3.069592455902864,320.1038818359375
1542177686.68829,mermaid,chicken,6.5019896030426025,False,5.161021709442139,0.47409579157829285,2.446818672690725,336.9804382324219
1542177690.8386123,number7,number7,4.130774736404419,True,5.170815467834473,0.4985337257385254,2.577825900285916,347.5272521972656
1542177694.977982,sidestep,sidestep,4.120534420013428,True,5.190402030944824,0.6256109476089478,3.2471723330507984,358.241943359375
1542177699.1040199,wipers,wipers,4.077139139175415,True,5.190402030944824,0.6060606241226196,3.1456982943217326,368.7407531738281
1542177701.929873,turnclap,turnclap,2.8037288188934326,True,5.190402030944824,0.6060606241226196,3.1456982943217326,375.8297424316406
1542177705.052955,turnclap,turnclap,3.105278253555298,True,5.170815467834473,0.4985337257385254,2.577825900285916,383.75787353515625
1542177709.1766577,chicken,chicken,4.110031843185425,True,5.170815467834473,0.5034213066101074,2.603098679056984,394.45941162109375
1542177713.8131807,cowboy,cowboy,4.619777202606201,True,5.190402030944824,0.6109482049942017,3.171066804003999,406.4432678222656
1542177720.0656826,mermaid,chicken,6.232530355453491,False,5.180608749389648,0.6011730432510376,3.114442327763527,422.22430419921875
1542177725.0085616,mermaid,mermaid,4.889590501785278,True,5.170815467834473,0.4789833724498749,2.4767346310993332,434.7798156738281
1542177728.925818,number7,number7,3.893646240234375,True,5.161021709442139,0.5278592109680176,2.7242928473349366,444.9461364746094
1542177734.4251554,mermaid,mermaid,5.474531412124634,True,5.190402030944824,0.6060606241226196,3.1456982943217326,459.3692321777344
1542177739.872327,cowboy,cowboy,5.4310622215271,True,5.190402030944824,0.6207233667373657,3.221803823368532,473.4018859863281
1542177744.0567594,swing,swing,4.17647910118103,True,5.190402030944824,0.6109482049942017,3.171066804003999,484.09527587890625
1542177750.3795788,salute,salute,6.306299924850464,True,5.190402030944824,0.6109482049942017,3.171066804003999,500.5703430175781
1542177754.2815728,salute,salute,3.862210988998413,True,5.180608749389648,0.6500488519668579,3.3676487700302005,510.4267272949219
1542177758.4627056,number7,number7,4.133625268936157,True,5.190402030944824,0.6011730432510376,3.120329784639466,521.0020751953125
1542177762.1504781,wipers,wipers,3.628573417663574,True,5.180608749389648,0.48875856399536133,2.5320668929734893,530.451416015625
1542177767.1609995,numbersix,numbersix,4.941870450973511,True,5.190402030944824,0.5913978219032288,3.069592455902864,543.5946655273438
1542177770.7221575,wipers,wipers,3.529467821121216,True,5.190402030944824,0.6158357858657837,3.1964353136862655,552.8405151367188
1542177775.379858,salute,salute,4.624905109405518,True,5.190402030944824,0.6109482049942017,3.171066804003999,564.6741943359375
1542177780.801635,mermaid,mermaid,5.375789403915405,True,5.190402030944824,0.6207233667373657,3.221803823368532,578.5100708007812
1542177785.6563685,numbersix,numbersix,4.810267448425293,True,5.180608749389648,0.4692082107067108,2.4307841616726478,590.8861694335938
1542177789.268118,numbersix,numbersix,3.5757999420166016,True,5.190402030944824,0.5962854623794556,3.0949612749571997,600.1802368164062
1542177794.2196846,salute,salute,4.917051315307617,True,5.161021709442139,0.49364614486694336,2.5477184704407136,613.0128784179688
1542177798.631953,sidestep,sidestep,4.3814990520477295,True,5.180608749389648,0.5962854623794556,3.0891216835368596,624.3524780273438
1542177804.098626,cowboy,cowboy,5.404271841049194,True,5.170815467834473,0.4985337257385254,2.577825900285916,638.724853515625
1542177808.245963,wipers,wipers,4.111406087875366,True,5.170815467834473,0.5229716300964355,2.704189794141257,649.5062255859375
