timestamp,action,goal,time_delta,correct,voltage,current,power,cumpower
1542178561.5432115,salute,number7,4.319361925125122,False,5.180608749389648,0.5620723366737366,2.911876865161844,178.0240020751953
1542178565.6918938,salute,salute,4.128194332122803,True,5.190402030944824,0.6304985284805298,3.272540842733065,188.72813415527344
1542178569.5616827,salute,salute,3.852844476699829,True,5.170815467834473,0.5034213066101074,2.603098679056984,198.6461944580078
1542178573.4334557,wipers,wipers,3.85441517829895,True,5.170815467834473,0.48875856399536133,2.5272803427437793,208.37176513671875
1542178578.3094199,numbersix,numbersix,4.863246202468872,True,5.170815467834473,0.47409579157829285,2.451461852328265,220.9640655517578
1542178583.968165,mermaid,mermaid,5.613332271575928,True,5.170815467834473,0.5131964683532715,2.6536442365991206,235.75747680664062
1542178588.3276641,salute,salute,4.340783357620239,True,5.190402030944824,0.6256109476089478,3.2471723330507984,246.8356475830078
1542178591.911374,chicken,chicken,3.572038173675537,True,5.190402030944824,0.6109482049942017,3.171066804003999,256.00189208984375
1542178596.5582852,salute,salute,4.628337621688843,True,5.190402030944824,0.6158357858657837,3.1964353136862655,267.7720947265625
1542178600.3973732,salute,number7,3.822375774383545,False,5.190402030944824,0.6109482049942017,3.171066804003999,277.3752136230469
1542178606.0678132,numbersix,numbersix,5.654696702957153,True,5.170815467834473,0.5083088874816895,2.6283714578280524,291.9666442871094
1542178610.7901218,sidestep,sidestep,4.696343183517456,True,5.170815467834473,0.47409579157829285,2.451461852328265,304.0238037109375
1542178616.2400424,mermaid,mermaid,5.427873134613037,True,5.190402030944824,0.6060606241226196,3.1456982943217326,318.2374267578125
1542178621.671869,salute,number7,5.4122278690338135,False,5.190402030944824,0.6109482049942017,3.171066804003999,332.0902404785156
1542178625.2816238,chicken,chicken,3.5940723419189453,True,5.190402030944824,0.6207233667373657,3.221803823368532,341.21063232421875
1542178628.6705225,turnclap,cowboy,3.367830753326416,False,5.180608749389648,0.6109482049942017,3.1650836162168616,349.6445617675781
1542178633.0830784,sidestep,sidestep,4.40027928352356,True,5.190402030944824,0.6109482049942017,3.171066804003999,360.92333984375
1542178636.4726365,wipers,wipers,3.379136085510254,True,5.190402030944824,0.5767350792884827,2.9934869268560647,369.49810791015625
1542178639.5844986,turnclap,cowboy,3.1039750576019287,False,5.190402030944824,0.5962854623794556,3.0949612749571997,377.3700256347656
1542178641.653647,turnclap,cowboy,2.052760601043701,False,5.170815467834473,0.4985337257385254,2.577825900285916,382.47686767578125
1542178645.8060749,swing,swing,4.1266701221466064,True,5.170815467834473,0.5229716300964355,2.704189794141257,393.1759033203125
1542178649.9788208,salute,number7,4.155619382858276,False,5.190402030944824,0.6060606241226196,3.1456982943217326,403.9704284667969
1542178655.3718717,numbersix,numbersix,5.378190040588379,True,5.190402030944824,0.6207233667373657,3.221803823368532,417.892333984375
1542178657.6887033,turnclap,turnclap,2.297715663909912,True,5.170815467834473,0.4838709533214569,2.5020074098704015,423.5159606933594
1542178659.7171738,turnclap,turnclap,2.0052928924560547,True,5.190402030944824,0.6060606241226196,3.1456982943217326,428.6460266113281
1542178663.3168826,wipers,wipers,3.5852468013763428,True,5.190402030944824,0.6109482049942017,3.171066804003999,437.6825256347656
1542178666.8889,swing,swing,3.5535309314727783,True,5.190402030944824,0.5865102410316467,3.0442239462205976,446.83819580078125
1542178671.788717,turnclap,cowboy,4.87974214553833,False,5.170815467834473,0.5131964683532715,2.6536442365991206,459.2959899902344
1542178676.9978426,numbersix,numbersix,5.1978254318237305,True,5.190402030944824,0.6207233667373657,3.221803823368532,472.8357849121094
1542178681.360531,sidestep,sidestep,4.326470136642456,True,5.190402030944824,0.5816226601600647,3.018855436538331,484.1323547363281
1542178686.0365138,chicken,chicken,4.637328863143921,True,5.161021709442139,0.4985337257385254,2.5729433814256026,496.20721435546875
1542178688.8846254,turnclap,turnclap,2.804708957672119,True,5.190402030944824,0.5962854623794556,3.0949612749571997,503.5020446777344
1542178692.2393854,chicken,chicken,3.2948031425476074,True,5.190402030944824,0.6304985284805298,3.272540842733065,511.9573974609375
1542178694.5687191,turnclap,turnclap,2.3145055770874023,True,5.190402030944824,0.6158357858657837,3.1964353136862655,517.8268432617188
1542178700.1987317,mermaid,mermaid,5.577129125595093,True,5.161021709442139,0.5034213066101074,2.5981682924104916,532.1949462890625
1542178704.814639,sidestep,sidestep,4.586084365844727,True,5.190402030944824,0.6011730432510376,3.120329784639466,544.0819702148438
1542178708.6587799,swing,swing,3.812440872192383,True,5.180608749389648,0.6402736902236938,3.3170074815768658,553.4830932617188
1542178713.6164649,mermaid,mermaid,4.926121950149536,True,5.190402030944824,0.5962854623794556,3.0949612749571997,566.3334350585938
1542178717.5486743,wipers,wipers,3.899871349334717,True,5.190402030944824,0.5913978219032288,3.069592455902864,576.4052734375
1542178721.1522524,swing,swing,3.573878049850464,True,5.190402030944824,0.6060606241226196,3.1456982943217326,585.72265625
