Time, Voltage, Current, BodyX, BodyY, BodyZ, handAcclX, handAcclY, handAcclZ, legGyroX, legGyroY, legGyroZ, legAcclX, legAcclY, legAcclZ, legGyroX, legGyroY, legGyroZ
1537446849, -1.500000, -2.500000, -0.008738, -0.260523, 1.835806, -0.000061, -0.000061, -0.000061, -0.007634, -0.007634, -0.007634, -0.000061, -0.000061, -0.000061, -0.007634, -0.007634, -0.007634
1537446849, -1.500000, -2.500000, -0.008738, -0.260523, 1.820996, -0.000061, -0.000061, -0.000061, -0.007634, -0.007634, -0.007634, -0.000061, -0.000061, -0.000061, -0.007634, -0.007634, -0.007634
1537446849, -1.500000, -2.500000, -0.008738, -0.260523, 1.820996, -0.000061, -0.000061, -0.000061, -0.007634, -0.007634, -0.007634, -0.000061, -0.000061, -0.000061, -0.007634, -0.007634, -0.007634
1537446849, -1.500000, -2.500000, -0.008738, -0.260523, 1.820996, -0.000061, -0.000061, -0.000061, -0.007634, -0.007634, -0.007634, -0.000061, -0.000061, -0.000061, -0.007634, -0.007634, -0.007634
1537446849, -1.500000, -2.500000, -0.008738, -0.260523, 1.820996, -0.000061, -0.000061, -0.000061, -0.007634, -0.007634, -0.007634, -0.000061, -0.000061, -0.000061, -0.007634, -0.007634, -0.007634
1537446849, -1.500000, -2.500000, 0.006072, -0.260523, 1.820996, -0.000061, -0.000061, -0.000061, -0.007634, -0.007634, -0.007634, -0.000061, -0.000061, -0.000061, -0.007634, -0.007634, -0.007634
1537446849, -1.500000, -2.500000, 0.006072, -0.260523, 1.820996, -0.000061, -0.000061, -0.000061, -0.007634, -0.007634, -0.007634, -0.000061, -0.000061, -0.000061, -0.007634, -0.007634, -0.007634
1537446849, -1.500000, -2.500000, 0.006072, -0.260523, 1.820996, -0.000061, -0.000061, -0.000061, -0.007634, -0.007634, -0.007634, -0.000061, -0.000061, -0.000061, -0.007634, -0.007634, -0.007634
1537446849, -1.500000, -2.500000, -0.008738, -0.260523, 1.820996, -0.000061, -0.000061, -0.000061, -0.007634, -0.007634, -0.007634, -0.000061, -0.000061, -0.000061, -0.007634, -0.007634, -0.007634
1537446849, -1.500000, -2.500000, 0.006072, -0.260523, 1.820996, -0.000061, -0.000061, -0.000061, -0.007634, -0.007634, -0.007634, -0.000061, -0.000061, -0.000061, -0.007634, -0.007634, -0.007634
1537446849, -1.500000, -2.500000, 0.006072, -0.260523, 1.820996, -0.000061, -0.000061, -0.000061, -0.007634, -0.007634, -0.007634, -0.000061, -0.000061, -0.000061, -0.007634, -0.007634, -0.007634
1537446849, -1.500000, -2.500000, -0.008738, -0.260523, 1.820996, -0.000061, -0.000061, -0.000061, -0.007634, -0.007634, -0.007634, -0.000061, -0.000061, -0.000061, -0.007634, -0.007634, -0.007634
1537446849, -1.500000, -2.500000, 0.006072, -0.260523, 1.820996, -0.000061, -0.000061, -0.000061, -0.007634, -0.007634, -0.007634, -0.000061, -0.000061, -0.000061, -0.007634, -0.007634, -0.007634
1537446849, -1.500000, -2.500000, 0.006072, -0.260523, 1.820996, -0.000061, -0.000061, -0.000061, -0.007634, -0.007634, -0.007634, -0.000061, -0.000061, -0.000061, -0.007634, -0.007634, -0.007634
1537446849, -1.500000, -2.500000, 0.006072, -0.260523, 1.820996, -0.000061, -0.000061, -0.000061, -0.007634, -0.007634, -0.007634, -0.000061, -0.000061, -0.000061, -0.007634, -0.007634, -0.007634
1537446849, -1.500000, -2.500000, -0.008738, -0.260523, 1.820996, -0.000061, -0.000061, -0.000061, -0.007634, -0.007634, -0.007634, -0.000061, -0.000061, -0.000061, -0.007634, -0.007634, -0.007634
1537446849, -1.500000, -2.500000, 0.006072, -0.260523, 1.820996, -0.000061, -0.000061, -0.000061, -0.007634, -0.007634, -0.007634, -0.000061, -0.000061, -0.000061, -0.007634, -0.007634, -0.007634
1537446849, -1.500000, -2.500000, 0.006072, -0.260523, 1.820996, -0.000061, -0.000061, -0.000061, -0.007634, -0.007634, -0.007634, -0.000061, -0.000061, -0.000061, -0.007634, -0.007634, -0.007634
1537446849, -1.500000, -2.500000, 0.006072, -0.260523, 1.820996, -0.000061, -0.000061, -0.000061, -0.007634, -0.007634, -0.007634, -0.000061, -0.000061, -0.000061, -0.007634, -0.007634, -0.007634
1537446849, -1.500000, -2.500000, 0.006072, -0.260523, 1.820996, -0.000061, -0.000061, -0.000061, -0.007634, -0.007634, -0.007634, -0.000061, -0.000061, -0.000061, -0.007634, -0.007634, -0.007634
1537446849, -1.500000, -2.500000, 0.006072, -0.260523, 1.820996, -0.000061, -0.000061, -0.000061, -0.007634, -0.007634, -0.007634, -0.000061, -0.000061, -0.000061, -0.007634, -0.007634, -0.007634
1537446849, -1.500000, -2.500000, 0.006072, -0.260523, 1.806185, -0.000061, -0.000061, -0.000061, -0.007634, -0.007634, -0.007634, -0.000061, -0.000061, -0.000061, -0.007634, -0.007634, -0.007634
1537446849, -1.500000, -2.500000, 0.006072, -0.260523, 1.820996, -0.000061, -0.000061, -0.000061, -0.007634, -0.007634, -0.007634, -0.000061, -0.000061, -0.000061, -0.007634, -0.007634, -0.007634
1537446849, -1.500000, -2.500000, -0.008738, -0.260523, 1.820996, -0.000061, -0.000061, -0.000061, -0.007634, -0.007634, -0.007634, -0.000061, -0.000061, -0.000061, -0.007634, -0.007634, -0.007634
1537446849, -1.500000, -2.500000, -0.008738, -0.260523, 1.820996, -0.000061, -0.000061, -0.000061, -0.007634, -0.007634, -0.007634, -0.000061, -0.000061, -0.000061, -0.007634, -0.007634, -0.007634
1537446849, -1.500000, -2.500000, -0.008738, -0.260523, 1.820996, -0.000061, -0.000061, -0.000061, -0.007634, -0.007634, -0.007634, -0.000061, -0.000061, -0.000061, -0.007634, -0.007634, -0.007634
1537446849, -1.500000, -2.500000, -0.008738, -0.260523, 1.820996, -0.000061, -0.000061, -0.000061, -0.007634, -0.007634, -0.007634, -0.000061, -0.000061, -0.000061, -0.007634, -0.007634, -0.007634
1537446849, -1.500000, -2.500000, -0.008738, -0.260523, 1.835806, -0.000061, -0.000061, -0.000061, -0.007634, -0.007634, -0.007634, -0.000061, -0.000061, -0.000061, -0.007634, -0.007634, -0.007634
1537446849, -1.500000, -2.500000, 0.006072, -0.260523, 1.820996, -0.000061, -0.000061, -0.000061, -0.007634, -0.007634, -0.007634, -0.000061, -0.000061, -0.000061, -0.007634, -0.007634, -0.007634
1537446849, -1.500000, -2.500000, 0.006072, -0.260523, 1.820996, -0.000061, -0.000061, -0.000061, -0.007634, -0.007634, -0.007634, -0.000061, -0.000061, -0.000061, -0.007634, -0.007634, -0.007634
1537446849, -1.500000, -2.500000, -0.008738, -0.260523, 1.820996, -0.000061, -0.000061, -0.000061, -0.007634, -0.007634, -0.007634, -0.000061, -0.000061, -0.000061, -0.007634, -0.007634, -0.007634
